6001254000017,AP,FUJ,1L,C10T,GEN,UL,198
6001254000024,AP,GRS,1R,M18T,TRU,UL,120
6001254000031,AP,CIR,SA,M22T,SUP,UL,231
6001254000048,AP,GDL,1L,M18T,SWEET,UL,80
6001254000055,AP,GDL,1L,M18T,SWEET,UL,70
6001254000062,AP,GDL,1L,M18T,SWEET,UL,90
6001254000079,AP,GDL,1L,M18T,SWEET,UL,100
6001254000086,AP,GDL,1L,M18T,SWEET,UL,110
6001254000093,AP,CIR,1L,T12Z,TRU,UL,180
6001254000109,AP,PLD,1L,A10D,GEN,UL,216
6001254000116,AP,PLD,1L,B10D,GEN,UL,198
6001254000123,AP,GDL,1Z,T12D,TRU,UL,135
6001254000130,AP,GDL,1Z,T12D,TRU,UL,150
6001254000147,AP,GDL,1Z,T12D,TRU,UL,165
6001254000154,AP,GDL,1Z,T12D,TRU,UL,180
6001254000161,AP,CIR,SA,M22T,SUP,LB,231
6001254000178,AP,CIR,SA,M22T,SUP,LB,252
6001254000185,AP,CIR,SA,M18T,SUP,LB,150
6001254000192,AP,GRS,1Z,M18T,SDAY,UL,150
6001254000208,AP,GRS,1Z,M18T,SDAY,UL,165
6001254000215,AP,BBN,1L,A10T,GEN,PR,198
6001254000222,AP,GRS,SA,M18T,TRU,UL,150
6001254000239,AP,GRS,SA,M18T,TRU,UL,165
6001254000246,AP,CIR,1L,A10Z,GEN,SP,198
6001254000253,AP,CIR,1L,A10Z,GEN,SP,216
6001254000260,AP,CIR,1L,B10Z,GEN,SP,198
6001254000277,AP,CIR,1L,B10Z,GEN,SP,216
6001254000284,CH,RLD,1L,D01P,TRU,UL,18X
6001254000291,CH,RLD,1L,D02I,TRU,UL,18X
6001254000307,CH,RLD,1L,D02I,TRU,UL,22X
6001254000314,CH,RLD,1L,M18T,TRU,UL,18X
6001254000321,CH,BNG,1L,D01P,TRU,UL,18X
6001254000338,CH,BNG,1L,D02I,TRU,UL,18X
6001254000345,CH,BNG,1L,M18T,TRU,UL,18X
6001254000352,CH,VAN,1L,D01P,TRU,UL,18X
6001254000369,CH,VAN,1L,D01P,TRU,UL,22X
6001254000376,CH,VAN,1L,D02I,TRU,UL,18X
6001254000383,CH,VAN,1L,D02I,TRU,UL,22X
6001254000390,CH,VAN,1L,M18T,TRU,UL,18X
6001254000406,CH,VAN,1L,M18T,TRU,UL,22X
6001254000413,CH,RAI,1L,D01P,TRU,UL,18X
6001254000420,CH,RAI,1L,D02I,TRU,UL,18X
6001254000437,CH,RAI,1L,M18T,TRU,UL,18X
6001254000444,CH,LAP,1L,D01P,TRU,UL,18X
6001254000451,CH,LAP,1L,D01P,TRU,UL,22X
6001254000468,CH,LAP,1L,D02I,TRU,UL,18X
6001254000475,CH,LAP,1L,M18T,TRU,UL,18X
6001254000482,CH,SWH,1L,D01P,TRU,UL,18X
6001254000499,CH,SWH,1L,D02I,TRU,UL,18X
6001254000505,CH,SWH,1L,M18T,TRU,UL,18X
6001254000512,CH,STL,1L,D01P,TRU,UL,18X
6001254000529,CH,STL,1L,D02I,TRU,UL,18X
6001254000536,CH,STL,1L,D02I,TRU,UL,22X
6001254000543,CH,STL,1L,M18T,TRU,UL,18X
6001254000550,CH,STL,1L,M18T,TRU,UL,22X
6001254000567,AP,GDL,1Z,J09T,GEN,UL,L
6001254000574,AP,GDL,1Z,J09T,GEN,UL,M
6001254000581,AP,GDL,1Z,J09T,GEN,UL,ML
6001254000598,AP,GDL,1Z,J09T,GEN,UL,S
6001254000604,AP,GDL,1Z,J09T,GEN,UL,XL
6001254000611,AP,GDL,1Z,J09T,GEN,UL,XS
6001254000628,PR,BBC,1A,A14S,TRU,UL,52
6001254000635,PR,BBC,1A,A14S,TRU,UL,60
6001254000642,PR,BBC,1A,A14S,TRU,UL,70
6001254000659,PR,BBC,1A,A14S,TRU,UL,80
6001254000666,PR,BBC,1A,A14S,TRU,UL,90
6001254000673,PR,GRB,1A,A14S,TRU,UL,52
6001254000680,PR,GRB,1A,A14S,TRU,UL,60
6001254000697,PR,GRB,1A,A14S,TRU,UL,70
6001254000703,PR,GRB,1A,A14S,TRU,UL,80
6001254000710,PR,GRB,1A,A14S,TRU,UL,90
6001254000727,PR,PTR,1A,A14S,TRU,UL,52
6001254000734,PR,PTR,1A,A14S,TRU,UL,60
6001254000741,PR,PTR,1A,A14S,TRU,UL,70
6001254000758,PR,PTR,1A,A14S,TRU,UL,80
6001254000765,PR,PTR,1A,A14S,TRU,UL,90
6001254000772,PR,WBC,1A,A14S,TRU,UL,52
6001254000789,PR,WBC,1A,A14S,TRU,UL,60
6001254000796,PR,WBC,1A,A14S,TRU,UL,70
6001254000802,PR,WBC,1A,A14S,TRU,UL,80
6001254000819,PR,WBC,1A,A14S,TRU,UL,90
6001254000826,PR,BHD,1A,A14S,TRU,UL,52
6001254000833,PR,BHD,1A,A14S,TRU,UL,60
6001254000840,PR,BHD,1A,A14S,TRU,UL,70
6001254000857,PR,BHD,1A,A14S,TRU,UL,80
6001254000864,PR,BHD,1A,A14S,TRU,UL,90
6001254000871,PR,SMP,1A,A14S,TRU,UL,52
6001254000888,PR,SMP,1A,A14S,TRU,UL,60
6001254000895,PR,SMP,1A,A14S,TRU,UL,70
6001254000901,PR,SMP,1A,A14S,TRU,UL,80
6001254000918,PR,SMP,1A,A14S,TRU,UL,90
6001254000925,PR,FVB,1A,A14S,TRU,UL,52
6001254000932,PR,FVB,1A,A14S,TRU,UL,60
6001254000949,PR,FVB,1A,A14S,TRU,UL,70
6001254000956,PR,FVB,1A,A14S,TRU,UL,80
6001254000963,PR,FVB,1A,A14S,TRU,UL,90
6001254000970,PR,VBT,1A,A14S,TRU,UL,52
6001254000987,PR,VBT,1A,A14S,TRU,UL,60
6001254000994,PR,VBT,1A,A14S,TRU,UL,70
6001254001007,PR,VBT,1A,A14S,TRU,UL,80
6001254001014,PR,VBT,1A,A14S,TRU,UL,90
6001254001021,PR,WBC,SF,A16G,16X5,UL,80
6001254001038,PR,WBC,SF,A16G,16X5,UL,090
6001254001045,PR,BHD,1A,M12T,TRU,LB,45
6001254001052,PR,BHD,1A,M12T,TRU,LB,48
6001254001069,PR,BHD,1A,M12T,TRU,LB,52
6001254001076,PR,BHD,1A,M12T,TRU,LB,60
6001254001083,PR,BHD,1A,M12T,TRU,LB,70
6001254001090,PR,BHD,2A,A18S,18X5,UL,80
6001254001106,PR,RSM,1A,A06D,TRU,LB,18
6001254001113,PR,RSM,1A,A06D,TRU,LB,20
6001254001120,PR,RSM,1A,A06D,TRU,LB,24
6001254001137,PR,RSM,1A,A06D,TRU,LB,26
6001254001144,PR,RSM,1A,A06D,TRU,LB,30
6001254001151,PR,RSM,1A,A06D,TRU,LB,35
6001254001168,PR,RSM,1A,M12T,TRU,LB,52
6001254001175,PR,RSM,1A,M12T,TRU,LB,60
6001254001182,PR,RSM,1A,M12T,TRU,LB,70
6001254001199,PR,RSM,1A,M12T,TRU,LB,80
6001254001205,PR,RSM,1A,A06D,TRU,UL,30
6001254001212,PR,RSM,1A,A06D,TRU,UL,35
6001254001229,PR,RSM,1A,A06D,TRU,UL,40
6001254001236,PR,RSM,1A,A06D,TRU,UL,45
6001254001243,PR,WBC,1A,A06D,TRU,UL,24
6001254001250,PR,WBC,1A,A06D,TRU,UL,26
6001254001267,PR,WBC,1A,A06D,TRU,UL,30
6001254001274,PR,WBC,1A,A06D,TRU,UL,35
6001254001281,PR,GRW,SF,A12D,BDT,LB,52
6001254001298,PR,GRW,SF,A12D,BDT,LB,60
6001254001304,PR,GRW,SF,A12D,BDT,LB,70
6001254001311,PR,GRW,SF,A12D,BDT,LB,80
6001254001328,PR,WBC,1A,M12T,TRU,LB,52
6001254001335,PR,WBC,1A,M12T,TRU,LB,60
6001254001342,PR,WBC,1A,M12T,TRU,LB,70
6001254001359,PR,WBC,1A,M12T,TRU,LB,80
6001254001366,AP,SKI,1R,M18T,TRU,UL,135
6001254001373,AP,GRS,1Z,M18T,SDAY,UL,135
6001254001380,AP,GDL,1Z,J09T,GEN,UL,MS
6001254001397,AP,FUJ,1R,M18T,TRU,UL,120
6001254001403,CH,BNG,1A,D01P,TRU,UL,24X
6001254001410,CH,RLD,1A,D01P,TRU,UL,24X
6001254001427,CH,RLD,1L,M18T,TRU,UL,20X
6001254001434,CH,RLD,1A,D01P,TRU,UL,20X
6001254001441,CH,RLD,1A,D01P,TRU,UL,22X
6001254001458,CH,RLD,1A,D02I,TRU,UL,24X
6001254001489,CH,RLD,1A,D02I,TRU,UL,20X
6001254001496,CH,RLD,1A,D02I,TRU,UL,22X
6001254001502,CH,RLD,1A,D02I,TRU,UL,18X
6001254001519,PR,RSM,1A,M12T,TRU,LB,38
6001254001526,PR,RSM,1A,M12T,TRU,LB,45
6001254001533,PR,RSM,1A,M12T,TRU,LB,48
6001254001540,PR,RSM,1A,A06D,TRU,LB,40
6001254001557,PR,RSM,1A,A06D,TRU,LB,45
6001254001564,CH,BNG,1A,D01P,TRU,LB,22X
6001254001571,CH,BNG,1A,D01P,TRU,LB,24X
6001254001588,PR,BRT,SA,M12T,TRU,UT,60
6001254001595,PR,BRT,SA,M12T,TRU,UT,70
6001254001601,PR,SMP,1A,B14T,CAPE,UL,80
6001254001618,PR,SMP,1A,B14T,CAPE,UL,90
6001254001625,PR,SMP,1A,B14T,CAPE,UL,96
6001254001632,PR,SMP,1A,A14T,CAPE,UL,80
6001254001649,PR,SMP,1A,A14T,CAPE,UL,90
6001254001656,PR,SMP,1A,A14T,CAPE,UL,96
6001254001663,PR,WBC,1A,A14T,CAPE,UL,80
6001254001670,PR,WBC,1A,A14T,CAPE,UL,96
6001254001687,CH,RLD,1A,D01P,TRU,LB,22X
6001254001694,PR,WBC,1A,M12T,TRU,UL,112
6001254001700,CH,RLD,1A,D01P,TRU,LB,20X
6001254001717,PR,SMP,SF,A18G,18X6,UL,120
6001254001724,PR,GRW,SF,A18G,18X6,UL,120
6001254001731,PR,ABF,SF,A18G,18X6,UL,120
6001254001748,PR,FVB,SF,A18G,18X6,UL,120
6001254001755,PR,DDC,SF,A18G,18X6,UL,120
6001254001762,PR,PTR,SF,A18G,18X6,UL,120
6001254001779,PR,SMP,SF,A18G,18X6,UL,112
6001254001786,PR,GRW,SF,A18G,18X6,UL,112
6001254001793,PR,ABF,SF,A18G,18X6,UL,112
6001254001809,PR,FVB,SF,A18G,18X6,UL,112
6001254001816,PR,DDC,SF,A18G,18X6,UL,112
6001254001823,PR,PTR,SF,A18G,18X6,UL,112
6001254001830,PR,SMP,SF,A18G,18X5,UL,96
6001254001847,PR,GRW,SF,A18G,18X5,UL,96
6001254001854,PR,ABF,SF,A18G,18X5,UL,96
6001254001861,PR,FVB,SF,A18G,18X5,UL,96
6001254001878,PR,DDC,SF,A18G,18X5,UL,96
6001254001885,PR,PTR,SF,A18G,18X5,UL,96
6001254001892,PR,WBC,SA,M12T,SUP,LB,84
6001254001908,CH,RAI,1A,D01P,TRU,LB,22X
6001254001915,PR,WBC,1L,M12T,TRU,UL,90
6001254001922,PR,WBC,SF,M12T,SUP,LB,52
6001254001939,PR,WBC,SF,M12T,SUP,LB,60
6001254001946,PR,WBC,SF,M12T,SUP,LB,70
6001254001953,PR,WBC,SF,M12T,SUP,LB,80
6001254001960,PR,WBC,1A,Z14S,TRU,UL,60
6001254001977,PR,WBC,1A,Z14S,TRU,UL,70
6001254001984,PR,WBC,1A,Z14S,TRU,UL,80
6001254001991,PR,WBC,1A,Z14S,TRU,UL,84
6001254002004,PR,WBC,1A,Z165,TRU,UL,90
6001254002011,PR,WBC,1A,Z166,TRU,UL,96
6001254002028,PR,WBC,1A,Z165,TRU,OL,90
6001254002035,PR,WBC,1A,Z166,TRU,OL,96
6001254002042,PR,WBC,1A,A165,TRU,OL,90
6001254002059,PR,WBC,1A,A166,TRU,OL,96
6001254002066,PR,BRT,SA,M12T,TRU,LB,60
6001254002073,PR,BRT,SA,M12T,TRU,LB,70
6001254002080,AP,CIR,SA,M18T,TRR,LB,150
6001254002097,AP,CIR,SA,M18T,TRR,LB,165
6001254002103,AP,CIR,SA,M18T,TRR,LB,180
6001254002110,AP,CIR,SA,M22T,TRR,LB,231
6001254002127,AP,CIR,SA,M22T,TRR,LB,252
6001254002134,AP,CIR,SA,M22T,TRR,UL,231
6001254002141,AP,CIR,SA,M22T,TRR,UL,252
6001254002158,PR,GRW,SF,Z18G,18X7,UL,96
6001254002165,PR,ABF,SF,Z18G,18X8,UL,96
6001254002172,PR,SMP,SF,Z18G,18X6,UL,96
6001254002189,PR,DDC,SF,Z18G,18X10,UL,96
6001254002196,PR,PTR,SF,Z18G,18X11,UL,96
6001254002202,PR,FVB,SF,Z18G,18X9,UL,96
6001254002219,PR,GRW,SF,Z18G,18X7,UL,120
6001254002226,PR,DDC,SF,Z18G,18X10,UL,120
6001254002233,PR,SMP,SF,Z18G,18X6,UL,120
6001254002240,PR,PTR,SF,Z18G,18X11,UL,120
6001254002257,PR,FVB,SF,Z18G,18X9,UL,120
6001254002264,PR,ABF,SF,Z18G,18X8,UL,120
6001254002271,PR,FVB,SF,Z18G,18X9,UL,112
6001254002288,PR,ABF,SF,Z18G,18X8,UL,112
6001254002295,PR,GRW,SF,Z18G,18X7,UL,112
6001254002301,PR,DDC,SF,Z18G,18X10,UL,112
6001254002318,PR,SMP,SF,Z18G,18X6,UL,112
6001254002325,PR,PTR,SF,Z18G,18X11,UL,112
6001254002332,PR,GRW,SF,A16P,16X7,UL,112
6001254002349,PR,GRW,SF,A18P,18X6,UL,96
6001254002356,PR,GRW,SF,A18P,18X7,UL,112
6001254002363,PR,WBC,SF,A06M,BD,UL,45
6001254002370,PR,WBC,SF,Z18P,18X6,UL,112
6001254002387,PR,WBC,SF,Z18P,18X7,UL,112
6001254002394,PR,WBC,SF,Z18P,18X7,UL,120
6001254002400,PR,WBC,SF,Z18P,18X6,UL,120
6001254002417,PR,WBC,SF,B13D,BD,LB,70
6001254002424,PR,SMP,1,A14S,TRU,UL,70
6001254002431,PR,SMP,1,A14S,TRU,UL,80
6001254002448,PR,SMP,1,A14S,TRU,UL,90
6001254002455,PR,RSM,1,M12T,TRU,LB,45
6001254002462,PR,SMP,1,M12T,TRU,UL,45
6001254002479,PR,RSM,1,M12T,TRU,LB,52
6001254002486,PR,SMP,1,M12T,TRU,UL,52
6001254002493,PR,SMP,1,M12T,TRU,UL,60
6001254002509,PR,RSM,1,M12T,TRU,LB,60
6001254002516,PR,RSM,1,M12T,TRU,LB,70
6001254002523,PR,RSM,1,M12T,TRU,LB,80
6001254002530,PR,RSM,1,M12T,TRU,UL,96
6001254002547,PR,SMP,1,M12T,TRU,UL,96
6001254002554,PR,SMP,1,M12T,TRU,UL,112
6001254002561,PR,RSM,1,M12T,TRU,UL,112
6001254002578,PR,SMP,1,M12T,TRU,UL,120
6001254002585,PR,RSM,1,M12T,TRU,UL,120
6001254002592,PR,RSM,1,A06D,TRU,UL,45
6001254002608,PR,WBC,SF,Z18G,18X5,UL,96
6001254002615,PR,WBC,SF,Z18G,18X6,UL,120
6001254002622,PR,WBC,SF,Z18G,18X5,UL,112
6001254002639,PR,WBC,1A,A14S,TRU,UL,84
6001254002646,PR,WBC,SF,G147,GD,UL,112
6001254002653,PR,WBC,SF,G148,GD,UL,120
6001254002660,PR,WBC,SF,S166,GD,UL,90
6001254002677,PR,WBC,SF,S166,GD,UL,96
6001254002684,PR,WBC,SF,S167,GD,UL,96
6001254002691,PR,WBC,SF,A13D,GD,UL,60
6001254002707,PR,WBC,SF,A13D,GD,UL,70
6001254002714,PR,WBC,SF,A13D,GD,UL,80
6001254002721,PR,RSM,1A,A06D,TRU,UL,24
6001254002738,AP,CPP,1L,T12Z,TRU,SP,198
6001254002745,AP,CPP,1L,T12Z,TRU,SP,216
6001254002752,AP,CIR,SA,M22T,TRU,UL,231
6001254002769,PR,GRW,SF,A16P,16X6,UL,96
6001254002776,AP,GDL,1L,M18T,TRU,UL,198
6001254002783,PR,WBC,SF,Z16P,16X6,UL,84
6001254002790,AP,CPP,1L,T12Z,TRU,FZ,198
6001254002806,AP,CPP,1L,T12Z,TRU,FZ,216
6001254002813,PR,WBC,1A,B14S,TRU,UL,60
6001254002820,PR,WBC,1A,B14S,TRU,UL,70
6001254002837,PR,WBC,1A,B14S,TRU,UL,80
6001254002844,PR,WBC,1A,B14S,TRU,UL,90
6001254002851,PR,SMP,1A,B14S,TRU,UL,60
6001254002868,PR,SMP,1A,B14S,TRU,UL,70
6001254002875,PR,SMP,1A,B14S,TRU,UL,80
6001254002882,PR,SMP,1A,B14S,TRU,UL,90
6001254002899,PR,VBT,1A,B14S,TRU,UL,60
6001254002905,PR,VBT,1A,B14S,TRU,UL,70
6001254002912,PR,VBT,1A,B14S,TRU,UL,80
6001254002929,PR,VBT,1A,B14S,TRU,UL,90
6001254002936,PR,RSM,1,A06D,TRU,UL,24
6001254002943,PR,RSM,1,A06D,TRU,UL,26
6001254002950,PR,RSM,1,A06D,TRU,UL,30
6001254002967,PR,RSM,1,A06D,TRU,UL,35
6001254002974,PR,RSM,1,A06D,TRU,UL,40
6001254002981,PR,WBC,SF,A13D,GD,LB,60
6001254002998,PR,WBC,SF,A13D,GD,LB,70
6001254003001,PR,WBC,SF,A13D,GD,LB,80
6001254003018,PR,WBC,SF,A13D,GD,LB,84
6001254003025,PR,SMP,1,M12T,TRU,UL,70
6001254003032,PR,SMP,1,M12T,TRU,UL,80
6001254003049,PR,SMP,1,M12T,TRU,UL,90
6001254003056,PR,WBC,1A,M12T,SSW,UL,96
6001254003063,PR,WBC,1A,M12T,SSW,UL,112
6001254003070,PR,WBC,1A,M12T,SSW,UL,120
6001254003087,PR,WBC,SF,B13D,GD,LB,70
6001254003094,PR,DDC,SF,S147,GD,UL,96
6001254003100,PR,BHD,SF,S147,GD,UL,96
6001254003117,PR,CNC,SF,S147,GD,UL,96
6001254003124,PR,FVB,SF,S147,GD,UL,96
6001254003131,PR,ABF,SF,S147,GD,UL,96
6001254003148,PR,SMP,SF,S147,GD,UL,96
6001254003155,PR,DDC,SF,S167,GD,UL,96
6001254003162,PR,BHD,SF,S167,GD,UL,96
6001254003179,PR,CNC,SF,S167,GD,UL,96
6001254003186,PR,BBC,SF,S167,GD,UL,96
6001254003193,PR,FVB,SF,S167,GD,UL,96
6001254003209,PR,ABF,SF,S167,GD,UL,96
6001254003216,PR,SMP,SF,S167,GD,UL,96
6001254003223,PR,WBC,1L,T12D,TRU,UL,60
6001254003230,AP,GRS,1Z,M18T,SDAY,UL,100
6001254003247,AP,GRS,1Z,M18T,SDAY,UL,120
6001254003254,AP,GRS,1Z,M18T,SDAY,UL,110
6001254003261,PR,WBC,SF,A06W,WGD,UL,45
6001254003278,PR,WBC,1A,A12D,TRU,LB,60
6001254003285,PR,WBC,2A,A20S,20X5,UL,112
6001254003292,PR,GRW,2A,A20S,20X5,UL,120
6001254003308,PR,WBC,2A,A20S,20X5,UL,120
6001254003315,PR,SMP,2A,A20S,20X5,UL,120
6001254003322,PR,VBT,2A,A20S,20X5,UL,120
6001254003339,PR,PTR,2A,A20S,20X5,UL,120
6001254003346,PR,BBC,2A,A20S,20X5,UL,120
6001254003353,PR,GRB,2A,A20S,20X5,UL,120
6001254003360,PR,FVB,2A,A20S,20X5,UL,120
6001254003377,PR,BHD,2A,A20S,20X5,UL,120
6001254003384,PR,DDC,2A,A20S,20X5,UL,120
6001254003391,PR,ABF,2A,A20S,20X5,UL,120
6001254003407,PR,GRW,2A,A20S,20X5,UL,112
6001254003414,PR,FVB,2A,A20S,20X5,UL,112
6001254003421,PR,SMP,2A,A20S,20X5,UL,112
6001254003438,PR,PTR,2A,A20S,20X5,UL,112
6001254003445,PR,BBC,2A,A20S,20X5,UL,112
6001254003452,PR,GRB,2A,A20S,20X5,UL,112
6001254003469,PR,BHD,2A,A20S,20X5,UL,112
6001254003476,PR,DDC,2A,A20S,20X5,UL,112
6001254003483,PR,ABF,2A,A20S,20X5,UL,112
6001254003490,PR,WBC,2A,B20S,20X3,UL,70
6001254003506,PR,GRW,2A,B20S,20X3,UL,70
6001254003513,PR,FVB,2A,B20S,20X3,UL,70
6001254003520,PR,SMP,2A,B20S,20X3,UL,70
6001254003537,PR,PTR,2A,B20S,20X3,UL,70
6001254003544,PR,BBC,2A,B20S,20X3,UL,70
6001254003551,PR,GRB,2A,B20S,20X3,UL,70
6001254003568,PR,BHD,2A,B20S,20X3,UL,70
6001254003575,PR,DDC,2A,B20S,20X3,UL,70
6001254003582,PR,ABF,2A,B20S,20X3,UL,70
6001254003599,PR,WBC,2A,B20S,20X4,UL,80
6001254003605,PR,GRW,2A,B20S,20X4,UL,80
6001254003612,PR,FVB,2A,B20S,20X4,UL,80
6001254003629,PR,SMP,2A,B20S,20X4,UL,80
6001254003636,PR,PTR,2A,B20S,20X4,UL,80
6001254003643,PR,BBC,2A,B20S,20X4,UL,80
6001254003650,PR,GRB,2A,B20S,20X4,UL,80
6001254003667,PR,BHD,2A,B20S,20X4,UL,80
6001254003674,PR,DDC,2A,B20S,20X4,UL,80
6001254003681,PR,ABF,2A,B20S,20X4,UL,80
6001254003698,PR,SMP,2A,A20S,20X4,UL,96
6001254003704,PR,BHD,2A,A20S,20X4,UL,96
6001254003711,PR,BHD,2A,A20S,20X4,UL,90
6001254003728,PR,SMP,2A,A20S,20X4,UL,90
6001254003735,PR,BHD,2A,A20S,20X4,UL,80
6001254003742,PR,FGO,1A,M12T,TRU,LB,38
6001254003759,PR,FGO,1A,M12T,TRU,LB,45
6001254003766,PR,FGO,1A,M12T,TRU,LB,48
6001254003773,PR,FGO,1A,M12T,TRU,LB,52
6001254003780,PR,FGO,1A,M12T,TRU,LB,60
6001254003797,PR,FGO,1A,M12T,TRU,LB,70
6001254003803,PR,FGO,1A,M12T,TRU,LB,80
6001254003810,AP,PNG,1L,T12Z,TRU,UL,198
6001254003827,AP,PNG,1L,T12Z,TRU,UL,216
6001254003834,AP,RGR,1L,T12D,TRU,UL,110
6001254003841,AP,PNG,1L,T12Z,TRU,FZ,198
6001254003858,AP,PNG,1L,T12Z,TRU,FZ,216
6001254003865,PR,WBC,1,A14S,TRU,UL,70
6001254003872,PR,WBC,1,A14S,TRU,UL,80
6001254003889,PR,WBC,1,A14S,TRU,UL,90
6001254003896,PR,WBC,1,M12T,TRU,UL,45
6001254003902,PR,WBC,1,M12T,TRU,UL,52
6001254003919,PR,WBC,1,A14S,TRU,UL,60
6001254003926,PR,FGO,SF,M12W,TRU,UL,112
6001254003933,PR,FGO,SF,M12W,TRU,UL,120
6001254003940,PR,RSP,1A,M12T,TRU,UL,112
6001254003957,PR,RSP,1A,M12T,TRU,UL,120
6001254003964,PR,RSP,1A,M12T,TRU,UL,38
6001254003971,PR,RSP,1A,M12T,TRU,UL,42
6001254003988,PR,RSP,1A,M12T,TRU,UL,45
6001254003995,PR,RSP,1A,M12T,TRU,UL,48
6001254004008,PR,RSP,1A,M12T,TRU,UL,52
6001254004015,PR,RSP,1A,M12T,TRU,UL,60
6001254004022,PR,RSP,1A,M12T,TRU,UL,70
6001254004039,PR,RSP,1A,M12T,TRU,UL,80
6001254004046,PR,RSP,1A,M12T,TRU,UL,90
6001254004053,PR,RSP,1A,M12T,TRU,UL,96
6001254004060,PR,WBC,1,M12T,TRU,UL,60
6001254004077,PR,WBC,1,M12T,TRU,UL,70
6001254004084,PR,WBC,1,M12T,TRU,UL,80
6001254004091,PR,FGO,SF,I63T,GEN,LB,80
6001254004107,PR,FGO,SF,I63T,GEN,LB,90
6001254004114,PR,FGO,SF,I63T,GEN,LB,96
6001254004121,PR,RSM,1L,J11T,TRU,UL,S
6001254004138,PR,FGO,SF,A13D,BD,LB,60
6001254004145,PR,FGO,SF,A13D,BD,LB,70
6001254004152,PR,FGO,SF,A13D,BD,LB,80
6001254004169,PR,FGO,SF,A13D,BD,LB,90
6001254004176,PR,BHD,1A,M12T,TRU,LB,38
6001254004183,PR,RSP,1,A14S,TRU,UL,70
6001254004190,PR,RSP,1A,A14S,TRU,UL,70
6001254004206,PR,RSP,1,A14S,TRU,UL,80
6001254004213,PR,RSP,1A,A14S,TRU,UL,80
6001254004220,PR,RSP,1,A14S,TRU,UL,90
6001254004237,PR,RSP,1A,A14S,TRU,UL,90
6001254004244,PR,RSP,1,M12T,TRU,UL,112
6001254004251,PR,RSP,1,M12T,TRU,UL,60
6001254004268,PR,RSP,1,M12T,TRU,UL,120
6001254004275,PR,RSP,1,M12T,TRU,UL,70
6001254004282,PR,RSP,1,M12T,TRU,UL,80
6001254004299,PR,RSP,1,M12T,TRU,UL,90
6001254004305,PR,RSP,1,M12T,TRU,UL,96
6001254004312,AP,PNG,1L,T12D,TRU,UL,100
6001254004329,PR,FMP,1A,A14S,TRU,UL,60
6001254004336,PR,FMP,1A,A14S,TRU,UL,70
6001254004343,PR,FMP,1A,A14S,TRU,UL,80
6001254004350,PR,FMP,1A,A14S,TRU,UL,90
6001254004367,PR,FMP,SF,G147,GD,UL,112
6001254004374,PR,FMP,SF,G148,GD,UL,120
6001254004381,PR,FMP,1A,M12T,TRU,UL,112
6001254004398,PR,FMP,1A,M12T,TRU,UL,120
6001254004404,PR,FMP,1A,M12T,TRU,UL,38
6001254004411,PR,FMP,1A,M12T,TRU,UL,45
6001254004428,PR,FMP,1A,M12T,TRU,UL,48
6001254004435,PR,FMP,1A,M12T,TRU,UL,52
6001254004442,PR,FMP,1A,M12T,TRU,UL,60
6001254004459,PR,FMP,1A,M12T,TRU,UL,70
6001254004466,PR,FMP,1A,M12T,TRU,UL,80
6001254004473,PR,FMP,1A,M12T,TRU,UL,90
6001254004480,PR,FMP,1A,M12T,TRU,UL,96
6001254004497,PR,FMP,SF,S165,GD,UL,70
6001254004503,PR,FMP,SF,S166,GD,UL,80
6001254004510,PR,FMP,SF,S166,GD,UL,90
6001254004527,PR,FMP,SF,S167,GD,UL,96
6001254004534,PR,FMP,SF,S168,GD,UL,112
6001254004541,PR,FMP,SF,S168,GD,UL,120
6001254004558,PR,RBC,1A,A06D,TRU,LB,18
6001254004565,PR,RBC,1A,A06D,TRU,LB,20
6001254004572,PR,RBC,1A,A06D,TRU,LB,24
6001254004589,PR,RBC,1A,A06D,TRU,LB,26
6001254004596,PR,RBC,SF,M12T,TRU,UL,112
6001254004602,PR,RBC,SF,M12T,TRU,UL,120
6001254004619,PR,RBC,SF,M12T,TRU,UL,90
6001254004626,PR,RBC,SF,M12T,TRU,UL,96
6001254004633,PR,RSM,1A,A06D,TRU,UL,26
6001254004640,PR,WBC,2A,Z20S,20X5,UL,112
6001254004657,PR,WBC,2A,Z20S,20X6,UL,120
6001254004664,PR,WBC,2A,Z20S,20X4,UL,90
6001254004671,PR,WBC,SF,S166,GD,UL,80
6001254004688,PR,FGO,1A,A06D,TRU,UL,45
6001254004695,AP,PNG,1L,T12Z,TRU,SP,198
6001254004701,AP,PNG,1L,T12Z,TRU,SP,216
6001254004718,PR,FGO,SF,A13D,BD,UL,60
6001254004725,PR,FGO,SF,A13D,BD,UL,70
6001254004732,PR,FGO,SF,A13D,BD,UL,80
6001254004749,PR,FGO,SF,A13D,BD,UL,90
6001254004756,PR,ABF,SF,A13D,BD,UL,80
6001254004763,PR,CHY,1A,M12T,TRU,LB,38
6001254004770,PR,CHY,1A,M12T,TRU,LB,45
6001254004787,PR,CHY,1A,M12T,TRU,LB,48
6001254004794,PR,CHY,1A,M12T,TRU,LB,52
6001254004800,PR,CHY,1A,M12T,TRU,LB,60
6001254004817,PR,CHY,1A,M12T,TRU,LB,70
6001254004824,PR,CHY,1A,M12T,TRU,LB,80
6001254004831,PR,CHY,1A,M12T,TRU,UL,45
6001254004848,PR,CHY,1A,M12T,TRU,UL,48
