6001254004855,PR,CHY,1A,M12T,TRU,UL,52
6001254004862,PR,CHY,1A,M12T,TRU,UL,60
6001254004879,PR,CHY,1A,A06D,TRU,UL,20
6001254004886,PR,CHY,1A,A06D,TRU,UL,24
6001254004893,PR,CHY,1A,A06D,TRU,UL,26
6001254004909,PR,WBC,1A,A12D,BD,UL,70
6001254004916,PR,WBC,1A,A12D,BD,UL,80
6001254004923,PR,FMP,1A,M12T,TRU,UL,42
6001254004930,PR,FMP,SF,S167,GD,UL,112
6001254004947,AP,GAA,1,M18T,TRU,UL,110
6001254004954,AP,RGL,1,T12D,TRU,UL,150
6001254004961,PR,FGO,SA,I63T,GEN,LB,80
6001254004978,PR,FGO,1L,T12D,TRU,UL,70
6001254004985,AP,RGL,1,M18T,TRU,UL,110
6001254004992,AP,RGL,1,M18T,TRU,UL,70
6001254005005,AP,GAA,1,M18T,TRU,UL,80
6001254005012,AP,RGL,1,M18T,TRU,UL,100
6001254005029,AP,GAA,1,M18T,TRU,UL,120
6001254005036,AP,RGL,1,M18T,TRU,UL,120
6001254005043,AP,RGL,1,T12D,TRU,UL,165
6001254005050,AP,GAA,1,M18T,TRU,UL,100
6001254005067,AP,GAA,1,M18T,TRU,UL,90
6001254005074,AP,RGL,1,T12D,TRU,UL,135
6001254005081,PR,RSM,1L,T12D,TRU,UL,60
6001254005098,PR,GRW,SF,A18G,18X5,UL,90
6001254005104,PR,WBC,1A,A12D,BD,LB,80
6001254005111,AP,RGL,1A,T12Z,TRU,SP,198
6001254005128,AP,RGL,1A,T12Z,TRU,SP,216
6001254005135,AP,RGL,1L,T12Z,TRU,SP,216
6001254005142,AP,RGL,1L,T12Z,TRU,SP,198
6001254005159,PR,PTR,SF,G168,GD,UL,112
6001254005166,PR,PTR,SF,G168,GD,UL,120
6001254005173,PR,PTR,SF,S167,GD,UL,90
6001254005180,AP,GDL,1L,J11T,TRU,UL,S
6001254005197,AP,RGL,1A,M18T,TRU,LB,100
6001254005203,AP,RGL,1A,M18T,TRU,LB,120
6001254005210,AP,RGL,1A,M18T,TRU,LB,135
6001254005227,AP,RGP,1A,M18T,TRU,UL,135
6001254005234,AP,RGP,1A,M18T,TRU,UL,150
6001254005241,AP,RGL,1A,M18T,TRU,LB,150
6001254005258,PR,RBC,1A,A06D,TRU,UL,18
6001254005265,PR,RBC,1A,A06D,TRU,UL,20
6001254005272,PR,RBC,1A,A06D,TRU,UL,24
6001254005289,PR,RBC,1A,A06D,TRU,UL,26
6001254005296,PR,RBC,1A,A06D,TRU,UL,30
6001254005302,PR,RBC,1A,A06D,TRU,UL,35
6001254005319,PR,RBC,1A,A06D,TRU,UL,40
6001254005326,PR,RSM,1L,M12T,CAPE,LB,112
6001254005333,PR,RSM,1L,M12T,CAPE,LB,120
6001254005340,AP,GDL,1L,M18T,TRU,UL,64
6001254005357,PR,PTR,SF,S166,GD,UL,80
6001254005364,PR,CHY,1A,A06D,CAPE,UL,20
6001254005371,PR,RSM,1L,A06D,CAPE,LB,40
6001254005388,PR,RSM,1L,A06D,CAPE,LB,45
6001254005395,PR,RSM,1L,A06D,CAPE,LB,48
6001254005401,PR,CHY,1L,M12T,TRU,UL,42
6001254005418,AP,PNG,1A,M18T,TRU,UL,100
6001254005425,AP,PNG,1A,M18T,TRU,UL,110
6001254005432,AP,PNG,1A,M18T,TRU,UL,120
6001254005449,PR,FMP,2A,Z24B,24X5G,UL,112
6001254005456,PR,FMP,2A,Z24B,24X5G,UL,120
6001254005463,PR,FMP,2A,Z24B,24X5G,UL,96
6001254005470,PR,GRW,SF,A18G,18X5,UL,112
6001254005487,PR,CHY,1A,M12T,TRU,UL,112
6001254005494,PR,CHY,1A,M12T,TRU,UL,120
6001254005500,PR,CHY,1A,M12T,TRU,UL,96
6001254005517,AP,RGL,1L,M18T,TRU,LB,135
6001254005524,AP,RGL,1,M18T,TRU,UL,90
6001254005531,PR,WBC,1A,M12T,TRU,UL,120
6001254005548,PR,WBC,1,M12T,CAPE,UL,38
6001254005555,PR,WBC,1,M12T,CAPE,UL,45
6001254005562,PR,SMP,1,M12T,CAPE,UL,45
6001254005579,PR,SMP,1,M12T,CAPE,UL,48
6001254005586,PR,WBC,1,M12T,CAPE,UL,52
6001254005593,PR,WBC,1,M12T,CAPE,UL,60
6001254005609,PR,SMP,1,M12T,CAPE,UL,70
6001254005616,PR,SMP,1,M12T,CAPE,UL,90
6001254005623,PR,WBC,1,M12T,CAPE,UL,90
6001254005630,PR,RSM,1,M12T,CAPE,UL,96
6001254005647,PR,FMP,SF,G168,GD,UL,112
6001254005654,PR,FMP,SF,G168,GD,UL,120
6001254005661,AP,GAA,SF,M18T,TRU,IF,165
6001254005678,AP,GAA,SF,M18T,TRU,IF,180
6001254005685,AP,GAA,SF,M18T,TRU,IF,198
6001254005692,AP,GAA,SF,Z16B,16X5,NS,100
6001254005708,AP,GAA,SF,Z16B,16X6,NS,113
6001254005715,AP,GAA,SF,Z16B,16X5,NS,88
6001254005722,PR,FRL,1A,M129,TRU,UL,90
6001254005739,AP,GAA,SF,M18T,TRU,AL,100
6001254005746,AP,GAA,SF,M18T,TRU,AL,110
6001254005753,AP,GAA,SF,M18T,TRU,IF,150
6001254005760,AP,GAA,SF,M18T,TRU,AL,150
6001254005777,AP,GAA,SF,M18T,TRU,FZ,198
6001254005784,AP,GAA,SF,M18T,TRU,IF,216
6001254005791,AP,GAA,SF,M18T,TRU,FZ,216
6001254005807,AP,PNG,1A,M18T,TRU,UL,165
6001254005814,PR,CHY,1A,M12T,TRU,UL,34
6001254005821,PR,ABF,SF,Z205,TRU,UL,90
6001254005838,PR,ABF,SF,Z205,TRU,UL,96
6001254005845,PR,CHY,2A,M12T,TRU,UL,38
6001254005852,PR,CHY,2A,M12T,TRU,UL,45
6001254005869,PR,CHY,2A,M12T,TRU,UL,48
6001254005876,PR,CHY,2A,M12T,TRU,UL,52
6001254005883,PR,CHY,2A,M12T,TRU,UL,60
6001254005890,PR,CHY,2A,M12T,TRU,UL,70
6001254005906,PR,CHY,1A,M12T,TRU,UL,32
6001254005913,PR,CHY,1A,M12T,TRU,UL,36
6001254005920,PR,FMP,1A,M12T,TRU,UL,34
6001254005937,PR,FGO,1L,M12T,TRU,UL,52
6001254005944,PR,FGO,1L,M12T,TRU,UL,45
6001254005951,AP,GAA,SA,M18T,TRU,UL,216
6001254005968,PR,WBC,1L,J11T,TRU,UL,198
6001254005975,AP,OZG,1L,T12Z,TRU,SP,216
6001254005982,PR,PTR,1,M12T,TRU,UL,38
6001254005999,PR,PTR,1,A14S,TRU,UL,60
6001254006002,PR,PTR,1,A14S,TRU,UL,70
6001254006019,PR,PTR,1,A14S,TRU,UL,80
6001254006026,PR,PTR,1,A14S,TRU,UL,90
6001254006033,PR,PTR,1,M12T,TRU,UL,112
6001254006040,PR,PTR,1,M12T,TRU,UL,120
6001254006057,PR,PTR,1,M12T,TRU,UL,45
6001254006064,PR,PTR,1,M12T,TRU,UL,52
6001254006071,PR,PTR,1,M12T,TRU,UL,60
6001254006088,PR,PTR,1,M12T,TRU,UL,70
6001254006095,PR,PTR,1,M12T,TRU,UL,80
6001254006101,PR,PTR,1,M12T,TRU,UL,90
6001254006118,PR,PTR,1,M12T,TRU,UL,96
6001254006125,AP,PNG,1A,M18T,TRU,UL,70
6001254006132,AP,PNG,1A,M18T,TRU,UL,80
6001254006149,AP,PNG,1A,M18T,TRU,UL,90
6001254006156,PR,PTR,SF,Z18P,18X6,UL,96
6001254006163,PR,CNC,SF,A06J,GD,UL,26
6001254006170,PR,CNC,SF,A06J,GD,UL,30
6001254006187,PR,CNC,SF,A06J,GD,UL,35
6001254006194,PR,CNC,SF,A06J,GD,UL,40
6001254006200,PR,CNC,SF,A06J,GD,UL,45
6001254006217,PR,CNC,SF,A06J,GD,UL,48
6001254006224,AP,RGL,1L,J11T,TRU,UL,S
6001254006231,AP,RGL,1L,M18T,TRU,UL,180
6001254006248,PR,PTR,1A,A14T,TRU,UL,84
6001254006255,PR,PTR,SF,Z16P,16X6,UL,84
6001254006262,PR,CNC,1A,M12T,TRU,UL,45
6001254006279,PR,CNC,SF,M12W,TRU,UL,112
6001254006286,PR,CNC,SF,M12W,TRU,UL,120
6001254006293,AP,GAA,SF,A126,TRU,AR,70
6001254006309,AP,GAA,SF,A126,TRU,AR,80
6001254006316,AP,GAA,SF,A127,TRU,AR,84
6001254006323,AP,GAA,SF,A127,TRU,AR,88
6001254006330,AP,GAA,SF,A16B,16X5,NS,88
6001254006347,AP,GAA,SF,A18G,18X6,NS,138
6001254006354,AP,GAA,SF,A18G,18X7,NS,150
6001254006361,AP,OZG,1Z,T12D,GEN,UL,120
6001254006378,AP,OZG,1Z,T12D,GEN,UL,135
6001254006385,AP,OZG,1Z,T12D,GEN,UL,150
6001254006392,AP,OZG,1Z,T12D,GEN,UL,165
6001254006408,AP,OZG,1Z,T12D,GEN,UL,180
6001254006415,AP,GAA,SF,Z149,TRU,FZ,138
6001254006422,AP,GAA,SF,Z149,TRU,FZ,150
6001254006439,AP,GAA,SF,Z18G,18X5,NS,125
6001254006446,AP,GAA,SF,Z18G,18X6,NS,138
6001254006453,AP,GAA,SF,Z18G,18X7,NS,150
6001254006460,PR,PTR,1A,A14T,CAPE,UL,84
6001254006477,AP,OZG,1Z,T12D,GEN,UL,80
6001254006484,AP,PNG,1A,M18T,TRU,UL,150
6001254006491,AP,OZG,1L,M18T,TRU,UL,80
6001254006507,PR,PTR,SF,A13D,GD,LB,60
6001254006514,PR,PTR,SF,A13D,GD,LB,70
6001254006521,PR,PTR,SF,A13D,GD,LB,80
6001254006538,PR,PTR,1A,M129,TRU,UL,112
6001254006545,PR,PTR,1A,M129,TRU,UL,90
6001254006552,PR,PTR,1A,M129,TRU,UL,96
6001254006569,PR,PTR,SF,S166,GD,UL,84
6001254006576,AP,TOP,1,M18T,TRU,UL,100
6001254006583,AP,TOP,1,M18T,TRU,UL,110
6001254006590,AP,GAA,1A,M18T,TRU,UL,135
6001254006606,AP,TOP,1,M18T,TRU,UL,70
6001254006613,AP,TOP,1,M18T,TRU,UL,80
6001254006620,AP,GAA,1A,M18T,TRU,UL,90
6001254006637,AP,TOP,1,M18T,TRU,UL,90
6001254006644,AP,TOP,1,T12D,TRU,UL,120
6001254006651,AP,TOP,1,T12D,TRU,UL,135
6001254006668,AP,TOP,1,T12D,TRU,UL,150
6001254006675,AP,TOP,1,T12D,TRU,UL,165
6001254006682,PR,PTR,2A,T12D,TRU,UL,90
6001254006699,PR,ABF,SF,A185,TRU,UL,90
6001254006705,PR,ABF,SF,A185,TRU,UL,96
6001254006712,PR,ABF,SF,A185,TRU,UL,112
6001254006729,PR,ABF,1A,A06D,TRU,CL,26
6001254006736,PR,PTR,SF,S165,GD,UL,70
6001254006743,PR,PTR,1A,M125,TRU,UL,60
6001254006750,PR,PTR,1A,M126,TRU,UL,70
6001254006767,PR,PTR,1A,M127,TRU,UL,80
6001254006774,PR,PTR,1A,M128,TRU,UL,90
6001254006781,PR,DDC,1A,A06D,TRU,LB,30
6001254006798,PR,PTR,1A,M126,TRU,UL,96
6001254006804,PR,PTR,SA,A12D,TRU,LB,60
6001254006811,AP,RGL,1L,T12D,TRU,RA,100
6001254006828,AP,RGL,1L,T12D,TRU,RA,110
6001254006835,AP,RGL,1L,T12D,TRU,RA,120
6001254006842,AP,SKI,1,M18T,TRU,UL,110
6001254006859,AP,SKI,1,M18T,TRU,UL,90
6001254006866,AP,GAA,1L,T12D,TRU,UL,120
6001254006873,AP,GAA,1,T12D,TRU,UL,150
6001254006880,AP,SKI,1,T12D,TRU,UL,150
6001254006897,AP,SKI,1,T12D,TRU,UL,165
6001254006903,AP,GAA,1,T12D,TRU,UL,165
6001254006910,PR,PTR,1A,Z165,TRU,OL,90
6001254006927,PR,PTR,1A,Z166,TRU,OL,96
6001254006934,PR,PTR,1A,M128,TRU,UL,96
6001254006941,PR,ABF,1A,Z165,TRU,OL,90
6001254006958,PR,ABF,1A,Z166,TRU,OL,96
6001254006965,PR,DDC,2A,Z24B,24X4,UL,90
6001254006972,PR,DDC,2A,Z24B,24X5,UL,96
6001254006989,AP,RYB,1A,M18T,TRR,LB,100
6001254006996,AP,RYB,1A,M18T,TRR,LB,110
6001254007009,AP,RYB,1A,M18T,TRR,LB,120
6001254007016,AP,RYB,1A,M18T,TRR,LB,90
6001254007023,PR,DDC,SF,S166,GD,UL,90
6001254007030,PR,DDC,SF,S168,GD,UL,112
6001254007047,PR,DDC,SF,S168,GD,UL,120
6001254007054,AP,GAA,SF,A18G,18X5,NS,125
6001254007061,AP,GAA,SF,A18G,18X5,UL,125
6001254007078,AP,GAA,SF,A18G,18X6,UL,138
6001254007085,AP,GAA,SF,A18G,18X7,UL,150
6001254007092,AP,GAA,SF,A16B,16X5,NS,100
6001254007108,AP,GAA,SF,A16B,16X6,NS,113
6001254007115,AP,GAA,SF,A16B,16X7,NS,125
6001254007122,AP,GAA,SF,A16B,16X5,UL,100
6001254007139,AP,GAA,SF,A16B,16X6,UL,113
6001254007146,AP,GAA,SF,A16B,16X7,UL,125
6001254007153,PR,PTR,SF,M15P,15X6,UL,90
6001254007160,PR,PTR,SF,M16P,16X7,UL,112
6001254007177,PR,PTR,SF,M17P,17X6,UL,96
6001254007184,PR,PTR,SF,M18P,18X7,UL,120
6001254007191,AP,GAA,SF,A16B,16X5,UL,88
6001254007207,AP,GAA,SF,A16B,16X6,UL,125
6001254007214,AP,GAA,SF,A16B,16X6,NS,125
6001254007221,AP,RGL,1L,T12D,TRU,SF,135
6001254007238,AP,RGL,1L,T12D,TRU,SF,150
6001254007245,AP,RGL,1L,T12D,TRU,SF,165
6001254007252,AP,PNG,1R,M18T,TRU,UL,165
6001254007269,PR,PTR,SF,M15P,15X6,UL,80
6001254007276,PR,PTR,SF,M17P,17X6,UL,90
6001254007283,PR,PTR,1A,M12T,SUP,LB,60
6001254007290,PR,ABF,SF,M11T,TRU,UL,112
6001254007306,PR,PTR,1A,M12T,SUP,UL,60
6001254007313,PR,PTR,2A,Z24B,24X5G,UL,96
6001254007320,AP,RGL,SF,B12D,BD,LB,70
6001254007337,AP,RGL,AL,M18T,TRU,UL,70
6001254007344,AP,RGL,AL,M18T,TRU,UL,80
6001254007351,AP,RGL,AL,M18T,TRU,UL,90
6001254007368,AP,RGL,AL,M18T,TRU,UL,100
6001254007375,AP,RGL,AL,M18T,TRU,UL,110
6001254007382,AP,RGL,AL,T12D,TRU,UL,120
6001254007399,AP,RGL,AL,T12D,TRU,UL,135
6001254007405,AP,RGL,AL,T12D,TRU,UL,150
6001254007412,AP,RGL,AL,T12D,TRU,UL,165
6001254007429,AP,RGL,AL,T12D,TRU,UL,180
6001254007436,AP,RGL,AL,T12D,TRU,UL,198
6001254007443,AP,PNG,1L,B10Z,GEN,SP,198
6001254007450,AP,PNG,1L,B10Z,GEN,SP,216
6001254007467,AP,RGL,SA,M18T,TRU,UL,216
6001254007474,PR,DDC,PG,J35B,TRU,92,70
6001254007481,PR,DDC,PG,J35B,TRU,93,70
6001254007498,PR,DDC,PG,J35B,TRU,94,70
6001254007504,PR,DDC,PG,J35B,TRU,95,70
6001254007511,PR,DDC,PG,J35B,TRU,97,70
6001254007528,AP,GAA,SF,B126,TRU,AR,70
6001254007535,AP,GAA,SF,B126,TRU,AR,78
6001254007542,AP,GAA,SF,B126,TRU,AR,80
6001254007559,AP,GAA,SF,B127,TRU,AR,84
6001254007566,AP,GAA,SF,B127,TRU,AR,88
6001254007573,AP,RGR,SA,M21T,SUP,UL,231
6001254007580,AP,RGR,SA,M21T,SUP,UL,252
6001254007597,AP,RGL,SF,B12D,BD,LB,84
6001254007603,AP,TOP,1,T12D,TRU,UL,110
6001254007610,PR,PTR,1,T12D,TRU,UL,96
6001254007627,AP,SKI,1,T12D,TRU,UL,120
6001254007634,AP,TOP,1,T12D,TRU,UL,100
6001254007641,AP,SKI,1,M18T,TRU,UL,100
6001254007658,AP,RGL,SA,Z12N,TRU,UL,113
6001254007665,PR,ABF,SF,G148,GD,UL,96
6001254007672,AP,RGL,SA,M21T,SUP,UL,198
6001254007689,AP,RGL,SA,M21T,SUP,UL,216
6001254007696,AP,RGR,SA,M21T,SUP,UL,198
6001254007702,AP,RGR,SA,M21T,SUP,UL,216
6001254007719,AP,GAA,SF,S148,GD,PF,113
6001254007726,AP,GAA,SF,S147,GD,PF,96
6001254007733,AP,GAA,SF,S146,GD,PF,88
6001254007740,PR,BBC,SF,S166,GD,UL,80
6001254007757,PR,BBC,SF,S166,GD,UL,90
6001254007764,PR,DDC,SF,B07D,BD,LB,30
6001254007771,PR,DDC,SF,B07D,BD,LB,35
6001254007788,PR,DDC,SF,B6LW,WGD,LB,26
6001254007795,PR,DDC,SF,B6LW,WGD,LB,30
6001254007801,AP,GAA,SF,S147,GD,PF,100
6001254007818,AP,GAA,SF,S147,GD,PF,113
6001254007825,AP,GAA,SF,S148,GD,PF,125
6001254007832,AP,RGL,SF,A14P,14X6,NS,88
6001254007849,AP,RGL,SF,A14P,14X7,NS,100
6001254007856,AP,RGL,SF,A14P,14X7,NS,113
6001254007863,AP,RGL,SF,A14P,14X8,NS,125
6001254007870,AP,SKI,1,T12D,TRU,UL,110
6001254007887,AP,SKI,1,M18T,TRU,UL,70
6001254007894,PR,PTR,2A,M12T,TRU,UL,70
6001254007900,AP,SKI,1,T12D,TRU,UL,135
6001254007917,AP,RGL,SF,M22P,22X6,UL,135
6001254007924,AP,RGL,SF,M20P,20X7,UL,150
6001254007931,AP,RGL,SF,M20P,20X7,UL,165
6001254007948,AP,RGL,SF,M20P,20X8,UL,180
6001254007955,AP,RGR,SF,B12D,BD,LB,70
6001254007962,AP,RGR,SF,B13D,BD,LB,80
6001254007979,AP,RGR,SF,B13D,BD,LB,84
6001254007986,AP,RGR,SF,B13D,BD,LB,88
6001254007993,AP,RGL,SF,A13P,13X7,NS,100
6001254008006,AP,GAA,SF,S137,13X7,PF,100
6001254008013,AP,SKI,1L,T12D,TRU,RA,165
6001254008020,AP,RGL,SF,M25P,25X8,UL,198
6001254008037,AP,GAA,SF,S137,13X7,UL,100
6001254008044,PR,GRB,2A,A20S,20X4,UL,90
6001254008051,PR,GRB,2A,A20S,20X4,UL,96
6001254008068,PR,GRB,SF,G168,GD,UL,112
6001254008075,PR,GRB,SF,G168,GD,UL,120
6001254008082,PR,GRB,SF,S167,GD,UL,90
6001254008099,PR,GRB,SF,S167,GD,UL,96
6001254008105,PR,PTR,SF,Z18G,18X5,UL,112
6001254008112,PR,PTR,SF,Z18G,18X6,UL,120
6001254008129,AP,RGL,SF,A13P,13X8,NS,125
6001254008136,PR,BBC,2A,A20S,20X4,UL,96
6001254008143,PR,BBC,2A,A20S,20X4,UL,90
6001254008150,AP,RGL,SF,B13D,GD,LB,88
6001254008167,AP,RGR,SA,M18T,TRU,LB,180
6001254008174,PR,ABF,1A,B06D,TRU,LB,20
6001254008181,AP,RGL,1Z,M18T,TRU,UL,110
6001254008198,AP,RGL,1Z,M18T,TRU,UL,120
6001254008204,AP,GAA,SF,S147,GD,UL,96
6001254008211,AP,RGL,1Z,T12D,TRU,UL,135
6001254008228,AP,RGL,1Z,T12D,TRU,UL,165
6001254008235,PR,VBT,1A,Z166,TRU,OL,90
6001254008242,PR,VBT,1A,Z166,TRU,OL,96
6001254008259,PR,FRL,SF,S166,GD,UL,90
6001254008266,PR,FRL,SF,S166,GD,UL,96
6001254008273,PR,VBT,SF,Z18G,18X5,UL,112
6001254008280,PR,VBT,SF,Z18G,18X6,UL,120
6001254008297,AP,TOP,1L,T12D,TRU,RA,110
6001254008303,AP,TOP,1L,T12D,TRU,RA,120
6001254008310,AP,TOP,1L,T12D,TRU,RA,135
6001254008327,AP,TOP,1L,T12D,TRU,RA,150
6001254008334,AP,TOP,1L,T12D,TRU,RA,165
6001254008341,PR,GRB,SF,G147,GD,UL,112
6001254008358,PR,GRB,SF,S166,GD,UL,80
6001254008365,PR,GRB,SF,S166,GD,UL,90
6001254008372,PR,FVB,1A,M12T,TRU,UL,112
6001254008389,PR,FVB,1A,M12T,TRU,UL,120
6001254008396,PR,FVB,1A,M12T,TRU,UL,38
6001254008402,PR,FVB,1A,M12T,TRU,UL,45
6001254008419,PR,FVB,1A,M12T,TRU,UL,48
6001254008426,PR,DDC,1A,M12T,TRU,UL,52
6001254008433,PR,FVB,1A,M12T,TRU,UL,52
6001254008440,PR,FVB,1A,M12T,TRU,UL,60
6001254008457,PR,DDC,1A,M12T,TRU,UL,60
6001254008464,PR,DDC,1A,M12T,TRU,UL,70
6001254008471,PR,FVB,1A,M12T,TRU,UL,70
6001254008488,PR,FVB,1A,M12T,TRU,UL,80
6001254008495,PR,FVB,1A,M12T,TRU,UL,90
6001254008501,PR,FVB,1A,M12T,TRU,UL,96
6001254008518,AP,TOP,1L,J11T,TRU,UL,S
6001254008525,AP,SKI,1L,J11T,TRU,UL,S
6001254008532,PR,BBC,SF,S167,GD,UL,90
6001254008549,AP,GAA,SF,S137,GD,PF,100
6001254008556,AP,RGL,1Z,J11T,TRU,UL,S
6001254008563,AP,SKI,1Z,J11T,TRU,UL,S
6001254008570,PR,BBC,1A,A12D,BD,UL,70
6001254008587,AP,RGL,1Z,T12D,TRU,UL,150
6001254008594,AP,RGP,SA,M18T,TRU,UL,198
6001254008600,PR,BBC,1A,M129,TRU,UL,112
6001254008617,PR,BBC,1A,M128,TRU,UL,96
6001254008624,PR,BBC,1A,M127,TRU,UL,90
6001254008631,PR,PTR,SF,M14P,14X5,UL,70
6001254008648,AP,RGR,SF,M25P,25X8,UL,180
6001254008655,AP,RGR,SF,M20P,20X7,UL,150
6001254008662,AP,RGR,SF,M20P,20X7,UL,165
6001254008679,AP,RGR,SF,M22P,22X6,UL,135
6001254008686,PR,DDC,PG,J33B,TRU,94,70
6001254008693,AP,GDL,SA,M18T,CAPE,LB,100
6001254008709,AP,RGL,AL,T12Z,TRU,FZ,198
6001254008716,AP,RGL,AL,T12Z,TRU,FZ,216
6001254008723,PR,PTR,1A,M12T,TRU,UL,34
6001254008730,AP,GDL,1Z,M18T,GEN,UL,100
6001254008747,AP,RGL,1Z,M18T,TRU,UL,100
6001254008754,AP,GDL,1Z,J11T,TRU,UL,S
6001254008761,AP,SKI,1Z,T12D,GEN,UL,150
6001254008778,PR,FRL,1A,M12T,TRU,LB,48
6001254008785,AP,RGL,SA,M18T,TRU,UL,90
6001254008792,AP,GDL,1Z,M18T,GEN,UL,110
6001254008808,AP,GDL,1Z,M18T,GEN,UL,120
6001254008815,AP,RGL,1Z,M18T,GEN,UL,120
6001254008822,AP,SKI,1,M18T,TRU,UL,80
6001254008839,AP,SKI,1Z,T12D,GEN,UL,165
6001254008846,PR,BBC,1A,A12D,BD,UL,80
6001254008853,PR,RSM,1A,M12T,TRU,UL,48
6001254008860,PR,VBT,SF,G168,GD,UL,112
6001254008877,PR,VBT,SF,G168,GD,UL,120
6001254008884,AP,TOP,1L,T12Z,TRU,SP,198
6001254008891,AP,RGL,1L,M18T,CAPE,UL,165
6001254008907,AP,GAA,1L,M18T,CAPE,UL,198
6001254008914,AP,GDL,1Z,M18T,GEN,UL,90
6001254008921,AP,RGL,1Z,M18T,GEN,UL,90
6001254008938,AP,RGL,1A,M18T,CAPE,UL,135
6001254008945,AP,RGL,1A,M18T,CAPE,UL,120
6001254008952,PR,FVB,SF,G147,GD,UL,96
6001254008969,PR,FVB,SF,G147,GD,UL,112
6001254008976,AP,GAA,SF,A18G,18X7,UL,138
6001254008983,AP,GDL,1R,M19T,SUP,UL,165
6001254008990,AP,GDL,1R,M19T,SUP,UL,180
6001254009003,PR,ABF,1A,A65D,TRU,UL,35
6001254009010,PR,FVB,SF,S166,GD,UL,80
6001254009027,AP,RGL,SA,M18T,TRU,UL,110
6001254009034,PR,FRL,SA,M12T,TRU,LB,96
6001254009041,AP,GDL,1Z,M18T,GEN,UL,80
6001254009058,AP,GDL,1L,T12Z,TRU,UL,180
6001254009065,AP,GDL,1L,T12Z,TRU,UL,198
6001254009072,AP,TOP,1L,T12Z,TRU,SP,216
6001254009089,AP,RGL,SA,Z12N,TRU,UL,100
6001254009096,AP,GDL,2L,J09T,KROMC,UL,SML
6001254009102,AP,GDL,2L,J09T,KROMC,UL,MED
6001254009119,AP,SKI,1Z,M18T,GEN,UL,100
6001254009126,AP,RGL,1Z,M18T,GEN,UL,110
6001254009133,AP,SKI,1Z,M18T,GEN,UL,90
6001254009140,AP,RGL,1L,M18T,CAPE,UL,216
6001254009157,AP,GAA,1L,M18T,CAPE,UL,216
6001254009164,AP,SKI,1Z,M18T,GEN,UL,80
6001254009171,AP,SKI,1Z,M18T,GEN,UL,110
6001254009188,AP,SKI,1Z,M18T,GEN,UL,120
6001254009195,AP,SKI,1L,M18T,TRU,UL,64
6001254009201,AP,GAA,SA,A18G,18X6,UL,125
6001254009218,AP,RGL,1L,M18T,CAPE,UL,90
6001254009225,AP,RGL,1A,M18T,CAPE,UL,90
6001254009232,PR,PTR,2A,T12D,TRU,UL,96
6001254009249,AP,GDL,1A,M17T,TRU,UL,216
6001254009256,AP,GDL,2L,J09T,KROMC,UL,S
6001254009263,AP,GDL,2L,J09T,KROMC,UL,M
6001254009270,AP,GDL,2L,J09T,KROMC,UL,L
6001254009287,AP,GDL,2L,J09T,KROMC,UL,XS
6001254009294,AP,GDL,2L,J09T,KROMC,UL,XL
6001254009300,AP,GDL,2L,J09T,KROMC,UL,MS
6001254009317,AP,SKI,1Z,M18T,GEN,UL,70
6001254009324,AP,GAA,SF,G149,GD,PF,138
6001254009331,AP,GAA,SF,G149,GD,PF,150
6001254009348,PR,ABF,1A,A65D,TRU,UL,30
6001254009355,PR,FRL,SF,M12W,TRU,LB,112
6001254009362,PR,FRL,SF,M12W,TRU,LB,120
6001254009379,PR,FRL,2A,M12T,TRU,LB,38
6001254009386,PR,FRL,2A,M12T,TRU,LB,45
6001254009393,PR,FRL,2A,M12T,TRU,LB,48
6001254009409,PR,FRL,2A,M12T,TRU,LB,52
6001254009416,PR,FRL,2A,M12T,TRU,LB,60
6001254009423,AP,RGL,SF,A13D,GD,LB,78
6001254009430,PR,ABF,1A,Z166,TRU,OL,90
6001254009447,PR,GRB,SA,M12T,TRU,CL,80
6001254009454,PR,FRL,SA,M12T,TRU,LB,112
6001254009461,AP,RGL,1A,M18T,TRU,UL,70
6001254009478,PR,PTR,2A,M12T,GEN,UL,60
6001254009485,PR,PTR,2A,M12T,GEN,UL,80
6001254009492,AP,GDL,SF,A14P,14X6,UL,88
6001254009508,AP,GDL,SF,A14P,14X7,UL,100
6001254009515,AP,GDL,SF,A14P,14X7,UL,113
6001254009522,PR,FVB,1A,K167,OAK,FZ,112
6001254009539,PR,VBT,1A,K167,OAK,FZ,112
6001254009546,PR,VBT,1A,K167,OAK,FZ,120
6001254009553,PR,VBT,1A,K168,OAK,FZ,120
6001254009560,PR,PTR,1A,K167,OAK,FZ,112
6001254009577,PR,PTR,1A,K168,OAK,FZ,120
6001254009584,AP,GAA,SF,M24F,24X9,UL,198
6001254009591,AP,GAA,SF,M24F,24X9,UL,216
6001254009607,PR,FVB,SF,S166,GD,UL,90
6001254009614,PR,FVB,2A,A20S,20X4,UL,90
6001254009621,PR,FVB,2A,A20S,20X4,UL,96
6001254009638,PR,PTR,SF,A13D,BD,LB,52
6001254009645,PR,PTR,1A,M12T,SUP,LB,70
6001254009652,AP,GDL,1A,M18T,TRU,UL,216
6001254009669,PR,BBC,1A,M127,TRU,UL,80
6001254009676,AP,GDL,SF,A13P,13X7,UL,100
6001254009683,AP,GDL,SF,A13P,13X7,UL,113
6001254009690,AP,GDL,SF,A13P,13X8,UL,125
